ts,id,color,x,y,orientation
3857.1271609912746,0,yellow,4.1999753417968755,-2.1580358056105807e-12,-3.141592502593994
3857.1271609912746,1,yellow,3.399975524902344,-0.2,-3.141592502593994
3857.1271609912746,2,yellow,3.399975524902344,0.2,-3.141592502593994
3857.1271609912746,3,yellow,0.6999754180908203,-2.121931630405527e-12,-3.141592502593994
3857.1271609912746,4,yellow,0.6999754180908203,2.25,-3.141592502593994
3857.1271609912746,5,yellow,0.6999754180908203,-2.25,-3.141592502593994
3857.1604949912744,0,yellow,4.199975162760417,-2.1687087977303086e-12,-3.141592502593994
3857.1604949912744,1,yellow,3.3999753906250003,-0.2,-3.141592502593994
3857.1604949912744,2,yellow,3.3999753906250003,0.2,-3.141592502593994
3857.1604949912744,3,yellow,0.699975272623698,-2.134343146664719e-12,-3.141592502593994
3857.1604949912744,4,yellow,0.699975272623698,2.25,-3.141592502593994
3857.1604949912744,5,yellow,0.699975272623698,-2.25,-3.141592502593994
3857.1771619912743,0,yellow,4.199975113422671,-2.141968440461845e-12,-3.141592502593994
3857.1771619912743,1,yellow,3.39997535362169,-0.2,-3.141592502593994
3857.1771619912743,2,yellow,3.39997535362169,0.2,-3.141592502593994
3857.1771619912743,3,yellow,0.6999752325367788,-2.140871883419025e-12,-3.141592502593994
3857.1771619912743,4,yellow,0.6999752325367788,2.25,-3.141592502593994
3857.1771619912743,5,yellow,0.6999752325367788,-2.25,-3.141592502593994
3857.193828991274,0,yellow,4.199381714632611,-8.570771971170955e-05,3.1405396461486816
3857.193828991274,1,yellow,3.399517436332375,-0.19982468198931388,3.1396310329437256
3857.193828991274,2,yellow,3.3995229768059847,0.20022136202725496,-3.1360714435577393
3857.193828991274,3,yellow,0.7006088312335779,5.522666794378531e-07,-3.141591787338257
3857.193828991274,4,yellow,0.7002947221249131,2.249797683350778,-3.1325478553771973
3857.193828991274,5,yellow,0.7003604929084059,-2.2498382539155948,3.1343557834625244
3857.210495991274,0,yellow,4.197982245144171,-0.0006993163638119802,3.1398098468780518
3857.210495991274,1,yellow,3.3984056495156807,-0.19903672261360367,3.136035203933716
3857.210495991274,2,yellow,3.398339246552189,0.20102708993569396,-3.1307129859924316
3857.210495991274,3,yellow,0.7024080231839837,6.404218599526031e-05,-3.1415627002716064
3857.210495991274,4,yellow,0.7012539368802727,2.2491376627604165,-3.1094675064086914
3857.210495991274,5,yellow,0.701443948320452,-2.249304096710987,3.1118621826171875
3857.227162991274,0,yellow,4.196022513259864,-0.0018374047267267941,3.139810085296631
3857.227162991274,1,yellow,3.396745269945019,-0.1976237232584349,3.1315371990203857
3857.227162991274,2,yellow,3.396594010842792,0.20239762398927164,-3.12615966796875
3857.227162991274,3,yellow,0.7047935161753033,0.00021295223875634898,-3.1415627002716064
