ts,x,y,z
0.0,0.0,0.0,0.021499999999662952
0.016666666666666666,0.0,0.0,0.021499999999492578
0.03333333333333333,0.0,0.0,0.021499999999351562
0.05,0.0,0.0,0.021499999999301685
0.06666666666666667,0.0,0.0,0.021499999999298282
0.08333333333333333,0.0,0.0,0.02149999999931267
0.1,0.0,0.0,0.021499999999323654
0.11666666666666667,0.0,0.0,0.02149999999932799
0.13333333333333333,0.0,0.0,0.02149999999932775
0.15,0.0,0.0,0.021499999999326263
0.16666666666666666,0.0,0.0,0.021499999999325156
0.18333333333333332,0.0,0.0,0.02149999999932477
0.2,0.0,0.0,0.021499999999324813
0.21666666666666667,0.0,0.0,0.02149999999932497
0.23333333333333334,0.0,0.0,0.021499999999325073
0.25,0.0,0.0,0.021499999999325108
0.26666666666666666,0.0,0.0,0.0214999999993251
0.2833333333333333,0.0,0.0,0.021499999999325087
0.3,0.0,0.0,0.021499999999325076
0.31666666666666665,0.0,0.0,0.021499999999325073
0.3333333333333333,0.0,0.0,0.021499999999325073
0.35,0.0,0.0,0.021499999999325076
0.36666666666666664,0.0,0.0,0.021499999999325076
0.3833333333333333,0.0,0.0,0.021499999999325076
0.4,0.0,0.0,0.021499999999325076
0.4166666666666667,0.0,0.0,0.021499999999325076
0.43333333333333335,0.0,0.0,0.021499999999325076
0.45,0.0,0.0,0.021499999999325076
0.4666666666666667,0.0,0.0,0.021499999999325076
0.48333333333333334,0.0,0.0,0.021499999999325076
0.5,0.0,0.0,0.021499999999325076
0.5166666666666666,0.0,0.0,0.021499999999325076
0.5333333333333333,0.0,0.0,0.021499999999325076
0.55,0.0,0.0,0.021499999999325076
0.5666666666666667,0.0,0.0,0.021499999999325076
0.5833333333333334,0.0,0.0,0.021499999999325076
0.6,0.0,0.0,0.021499999999325076
0.6166666666666667,0.0,0.0,0.021499999999325076
0.6333333333333333,0.0,0.0,0.021499999999325076
0.65,0.0,0.0,0.021499999999325076
0.6666666666666666,0.0,0.0,0.021499999999325076
0.6833333333333333,0.0,0.0,0.021499999999325076
0.7,0.0,0.0,0.021499999999325076
0.7166666666666667,0.0,0.0,0.021499999999325076
0.7333333333333333,0.0,0.0,0.021499999999325076
0.75,0.0,0.0,0.021499999999325076
0.7666666666666666,0.0,0.0,0.021499999999325076
0.7833333333333333,0.0,0.0,0.021499999999325076
0.8,0.0,0.0,0.021499999999325076
0.8166666666666667,0.0,0.0,0.021499999999325076
0.8333333333333334,0.0,0.0,0.021499999999325076
0.85,0.0,0.0,0.021499999999325076
0.8666666666666667,0.0,0.0,0.021499999999325076
0.8833333333333333,0.0,0.0,0.021499999999325076
0.9,0.0,0.0,0.021499999999325076
0.9166666666666666,0.0,0.0,0.021499999999325076
0.9333333333333333,0.0,0.0,0.021499999999325076
0.95,0.0,0.0,0.021499999999325076
0.9666666666666667,0.0,0.0,0.021499999999325076
0.9833333333333333,0.0,0.0,0.021499999999325076
1.0,0.0,0.0,0.021499999999325076
1.0166666666666666,0.0,0.0,0.021499999999325076
1.0333333333333332,0.0,0.0,0.021499999999325076
1.05,0.0,0.0,0.021499999999325076
1.0666666666666667,0.0,0.0,0.021499999999325076
1.0833333333333333,0.0,0.0,0.021499999999325076
1.1,0.0,0.0,0.021499999999325076
1.1166666666666667,0.0,0.0,0.021499999999325076
1.1333333333333333,0.0,0.0,0.021499999999325076
1.15,0.0,0.0,0.021499999999325076
1.1666666666666667,0.0,0.0,0.021499999999325076
1.1833333333333333,0.0,0.0,0.021499999999325076
1.2,0.0,0.0,0.021499999999325076
1.2166666666666666,0.0,0.0,0.021499999999325076
1.2333333333333334,0.0,0.0,0.021499999999325076
1.25,0.0,0.0,0.021499999999325076
1.2666666666666666,0.0,0.0,0.021499999999325076
1.2833333333333332,0.0,0.0,0.021499999999325076
1.3,0.0,0.0,0.021499999999325076
1.3166666666666667,0.0,0.0,0.021499999999325076
1.3333333333333333,0.0,0.0,0.021499999999325076
1.35,0.0,0.0,0.021499999999325076
1.3666666666666667,0.0,0.0,0.021499999999325076
1.3833333333333333,0.0,0.0,0.021499999999325076
1.4,0.0,0.0,0.021499999999325076
1.4166666666666667,0.0,0.0,0.021499999999325076
1.4333333333333333,0.0,0.0,0.021499999999325076
1.45,0.0,0.0,0.021499999999325076
1.4666666666666666,0.0,0.0,0.021499999999325076
1.4833333333333334,0.0,0.0,0.021499999999325076
1.5,0.0,0.0,0.021499999999325076
1.5166666666666666,0.0,0.0,0.021499999999325076
1.5333333333333332,0.0,0.0,0.021499999999325076
1.55,0.0,0.0,0.021499999999325076
1.5666666666666667,0.0,0.0,0.021499999999325076
1.5833333333333333,0.0,0.0,0.021499999999325076
1.6,0.0,0.0,0.021499999999325076
1.6166666666666667,0.0,0.0,0.021499999999325076
1.6333333333333333,0.0,0.0,0.021499999999325076
1.65,0.0,0.0,0.021499999999325076
1.6666666666666667,0.0,0.0,0.021499999999325076
1.6833333333333333,0.0,0.0,0.021499999999325076
1.7,0.0,0.0,0.021499999999325076
1.7166666666666666,0.0,0.0,0.021499999999325076
1.7333333333333334,0.0,0.0,0.021499999999325076
1.75,0.0,0.0,0.021499999999325076
1.7666666666666666,0.0,0.0,0.021499999999325076
1.7833333333333332,0.0,0.0,0.021499999999325076
1.8,0.0,0.0,0.021499999999325076
1.8166666666666667,0.0,0.0,0.021499999999325076
1.8333333333333333,0.0,0.0,0.021499999999325076
1.8499999999999999,0.0,0.0,0.021499999999325076
1.8666666666666667,0.0,0.0,0.021499999999325076
1.8833333333333333,0.0,0.0,0.021499999999325076
1.9,0.0,0.0,0.021499999999325076
1.9166666666666667,0.0,0.0,0.021499999999325076
1.9333333333333333,0.0,0.0,0.021499999999325076
1.95,0.0,0.0,0.021499999999325076
1.9666666666666666,0.0,0.0,0.021499999999325076
1.9833333333333334,0.0,0.0,0.021499999999325076
2.0,0.0,0.0,0.021499999999325076
2.0166666666666666,0.0,0.0,0.021499999999325076
2.033333333333333,0.0,0.0,0.021499999999325076
2.05,0.0,0.0,0.021499999999325076
2.0666666666666664,0.0,0.0,0.021499999999325076
2.0833333333333335,0.0,0.0,0.021499999999325076
2.1,0.0,0.0,0.021499999999325076
