x,y,orientation
4.2027841796875,0.0787032241821289,-3.141592502593994
4.198504368890064,0.07412018938410894,-3.141592502593994
4.185163257882892,0.05850122539263912,-3.141592502593994
4.158049581988446,0.01613945578903385,-3.141592502593994
4.1598379220478305,-0.03748799752482817,3.1407406330108643
4.204053745579724,-0.06412701086330576,3.138169527053833
4.1889360668303315,-0.06267722108027722,3.138634443283081
4.189223201979453,0.006371668663945398,3.130490064620972
4.230419869670143,0.07575259204349997,3.133518934249878
4.229176204919577,0.08160633724375556,3.1355597972869877
4.227387305661033,0.01809742326103819,3.1358776092529297
4.226063151279858,-0.0172137701363795,3.1313979625701904
4.2130429112269585,-0.03289953832942327,3.133216857910156
4.206962680321866,-0.024756619568978542,3.1282622814178467
4.20952208351819,-0.013240999940331028,3.129586935043335
4.218905990479186,-0.0387320210793592,3.126225709915161
4.197737977780196,-0.06283595562635448,3.12772536277771
4.198283219602285,-0.0781137810699485,3.124875068664551
4.207808075624968,-0.1033116497718262,3.124861478805542
4.16671077489479,-0.09240854244932627,3.1215977668762207
4.133076653144221,-0.03948988881926205,3.1214277744293213
4.120856878153428,0.019100929343671504,3.121344566345215
4.145902471360623,0.022539465813820637,3.126668930053711
4.193074842762959,-0.005138632223033351,3.1265013217926025
4.154394895716641,-0.031065047083502398,3.1298274993896484
4.085232425428278,-0.080533077879241,3.1308722496032715
4.047288747366971,-0.1232837109257361,3.1289079189300537
4.024284068810598,-0.1434631016221745,3.1277945041656494
4.0303021278779685,-0.13935108288130835,3.1246938705444336
4.038953310127644,-0.13482435452158975,3.127563953399658
4.045897902341571,-0.11611830485916226,3.128803253173828
4.058414736879482,-0.08698543348528842,3.1298511028289795
4.026574038326029,-0.11893395835381594,3.133507490158081
3.986550008808815,-0.15836618646344225,3.132596254348755
3.9864407932637462,-0.15128345395239765,3.126739025115967
3.9807312432186297,-0.13520629510776463,3.126028537750244
3.943273775853986,-0.123207497301689,3.1214513778686523
3.9233249092891107,-0.14909412095532049,3.1247265338897705
3.9089910501908576,-0.14880300580500494,3.122896671295166
3.8933030928554913,-0.14492817384829465,3.1227521896362305
3.8663283999013482,-0.1757992580701355,3.120907783508301
3.833599740248581,-0.18851574213202982,3.1210832595825195
3.836938109561796,-0.2132225598570958,3.118392944335937
3.8591830661039257,-0.27524137510995395,3.1130826473236084
3.8883979437996974,-0.29136033852233606,3.106239318847656
3.8898468487347753,-0.2866650938225975,3.101661205291748
3.8414350981525134,-0.29405373499033144,3.0956461429595947
3.7990627755287503,-0.31371022488968864,3.0961387157440186
3.768118615861257,-0.3020167039709475,3.0923445224761963
3.742251726381494,-0.2833010839940282,3.090423583984375
3.714458313271429,-0.275507828822291,3.088900327682495
3.6860153617100453,-0.2644533155015108,3.088560104370117
3.6575411050985243,-0.25209911719916894,3.079913854598999
3.612072920628875,-0.2558343924799923,3.082509279251098
3.5536322661930977,-0.23671213521239476,3.079500436782837
3.6036582619548883,-0.28835466964934875,3.0811424255371094
3.666914521332504,-0.3673808438770317,3.0737125873565674
3.6535241827993823,-0.3963681516877696,3.070970296859741
3.5387633759173016,-0.35626699301399195,3.0693862438201904
3.4205768313428075,-0.3509459662592172,3.068950653076172
3.428032010181892,-0.4293157216246449,3.069094181060791
3.4686008511279147,-0.4993116076986618,3.066401243209839
3.4350801459940596,-0.5409485076533461,3.062610626220703
3.3976980048588437,-0.5472443449686164,3.0582234859466557
3.3830061420847737,-0.5418781281336905,3.049616813659668
3.3917230609706555,-0.5345157748450692,3.0445799827575684
3.386965787701068,-0.5757738220154192,3.037758111953736
3.3014658398787367,-0.6565150809743246,3.0351362228393555
3.2105715125622387,-0.6535722261500536,3.0281269550323486
3.180827998167992,-0.6516817324315594,3.0250306129455566
3.1283009818472376,-0.6273593023196665,3.012683868408203
3.0618165884974653,-0.5820809431014775,3.008538722991944
3.106844501529133,-0.5974479119537555,3.002124309539795
3.148526146939443,-0.6386159483896333,2.9953579902648926
3.1355576906726217,-0.6966833544454947,2.995444059371948
3.076574809590506,-0.7262243261660268,2.987046957015991
3.0181585257283494,-0.7518392340191412,2.980739116668701
2.9395793471549903,-0.7587828816849141,2.978034257888794
2.8988573323637747,-0.7552738711395227,2.971524477005005
2.8820651875702685,-0.7691305179725393,2.968538999557495
2.8960342474608733,-0.7754370258358712,2.957927703857422
2.893631689295216,-0.808925623584533,2.9499945640563965
2.8388353945550517,-0.8450529441465271,2.942436933517456
2.814809661781751,-0.8224338572254539,2.9333200454711914
2.8530602191121504,-0.8037228106292795,2.920719861984253
2.8394246173478397,-0.8758919049890151,2.914403915405273
2.7852223758254016,-0.9634926560401676,2.909961938858032
2.7541954852277972,-1.0526764783495033,2.9054715633392334
2.735838758340249,-1.1239112348137672,2.892167091369629
2.687999617267881,-1.1629239064161203,2.8829004764556885
2.627058426539471,-1.100451982349905,2.86213755607605
2.604221292681233,-1.0457436609771398,2.8514859676361084
2.6383525003951944,-1.055344606722023,2.845691442489624
2.6806266666907277,-1.0367253509281513,2.827639102935791
2.6445273579681268,-0.9897087655204265,2.801146984100342
2.573947296053133,-0.9469392388814838,2.780743360519409
2.5502605704226093,-0.9210778252086181,2.766352415084839
2.5554715396352,-0.9662028673434806,2.753633975982666
2.5723484857230385,-1.0790677048762507,2.7450129985809326
2.550872915748568,-1.1576073110809677,2.7346625328063965
2.502030358690544,-1.1405891758662532,2.7256147861480717
2.489921079090903,-1.1056928978371505,2.723222255706787
2.509513029464623,-1.0708390733633912,2.7210402488708496
2.5962561294208024,-1.066925649781134,2.716810464859009
2.615174188519964,-1.0989626631496798,2.71778416633606
2.504629567151218,-1.061126285984118,2.710599184036255
2.408249344806214,-1.0361780409632084,2.7086472511291504
2.3886821793341824,-1.0996215559645879,2.713251829147339
2.476851117207329,-1.1209448805576816,2.7083499431610107
2.5643021665212897,-1.0909789511371526,2.7074010372161865
